Price,Close,High,Low,Open,Volume,Symbol,Day,Week,Month,Change,Trend
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,,,,
Date,,,,,,,,,,,
2024-05-16,1414.8778076171875,1417.0120356183081,1387.75361519461,1408.1278405018506,14711774,RELIANCE.NS,2024-05-16,2024-19,2024-05,9.0081787109375,up
2024-05-17,1425.15185546875,1426.6408349602225,1402.8668442157614,1412.5948920294334,10916476,RELIANCE.NS,2024-05-17,2024-19,2024-05,10.2740478515625,up
2024-05-21,1425.57373046875,1431.231803864575,1415.1260338425998,1415.1260338425998,11176128,RELIANCE.NS,2024-05-21,2024-20,2024-05,0.421875,up
2024-05-22,1449.9185791015625,1457.9838844507517,1425.7226630539947,1425.7226630539947,10281604,RELIANCE.NS,2024-05-22,2024-20,2024-05,24.3448486328125,up
2024-05-23,1475.1319580078125,1481.2615172416956,1444.3100355832012,1447.8340020088174,14608260,RELIANCE.NS,2024-05-23,2024-20,2024-05,25.21337890625,up
2024-05-24,1469.37451171875,1477.5638984586112,1465.2549777906743,1472.724715385057,7094776,RELIANCE.NS,2024-05-24,2024-20,2024-05,-5.7574462890625,down
2024-05-27,1455.4774169921875,1473.990419113941,1450.8119965034373,1469.3497180106694,6629010,RELIANCE.NS,2024-05-27,2024-21,2024-05,-13.8970947265625,down
2024-05-28,1445.5010986328125,1467.6373066821805,1442.0764946111178,1457.2144512745626,7820162,RELIANCE.NS,2024-05-28,2024-21,2024-05,-9.976318359375,down
2024-05-29,1430.1895751953125,1447.287997987601,1427.8815843874524,1435.8724890871501,7383556,RELIANCE.NS,2024-05-29,2024-21,2024-05,-15.3115234375,down
2024-05-30,1414.3814697265625,1429.817270893488,1409.6663684202383,1424.9532474164846,13206858,RELIANCE.NS,2024-05-30,2024-21,2024-05,-15.80810546875,down
2024-05-31,1419.8907470703125,1431.653659822201,1411.800601617005,1420.7841589242364,31069832,RELIANCE.NS,2024-05-31,2024-21,2024-05,5.50927734375,up
2024-06-03,1499.228515625,1503.3728901534053,1448.2806515244756,1472.1043222829317,21527942,RELIANCE.NS,2024-06-03,2024-22,2024-06,79.3377685546875,up
2024-06-04,1387.0091552734375,1487.0437791255476,1349.3131842665355,1487.0437791255476,36709098,RELIANCE.NS,2024-06-04,2024-22,2024-06,-112.2193603515625,down
2024-06-05,1410.3116455078125,1420.6352601794422,1373.9308915121778,1411.5524616660985,17464890,RELIANCE.NS,2024-06-05,2024-22,2024-06,23.302490234375,up
2024-06-06,1421.0819091796875,1433.0929853880773,1410.9072166555904,1424.4569533735907,17855722,RELIANCE.NS,2024-06-06,2024-22,2024-06,10.770263671875,up
2024-06-07,1459.1500244140625,1461.1850112482903,1416.0193060772324,1418.004611799037,18558696,RELIANCE.NS,2024-06-07,2024-22,2024-06,38.068115234375,up
2024-06-10,1460.5894775390625,1482.3781598703026,1457.2888339961758,1459.150058153404,9251760,RELIANCE.NS,2024-06-10,2024-23,2024-06,1.439453125,up
2024-06-11,1445.9727783203125,1462.847878399236,1443.9874724286744,1458.20717740815,11774902,RELIANCE.NS,2024-06-11,2024-23,2024-06,-14.61669921875,down
2024-06-12,1452.5738525390625,1465.1557773484808,1444.4838278075101,1446.7916974833406,10081742,RELIANCE.NS,2024-06-12,2024-23,2024-06,6.60107421875,up
2024-06-13,1454.4847412109375,1461.433311890669,1449.3725542618724,1461.1851486521073,9181160,RELIANCE.NS,2024-06-13,2024-23,2024-06,1.910888671875,up
2024-06-14,1466.6944580078125,1468.8038455887872,1446.518713499826,1459.199879544848,8157998,RELIANCE.NS,2024-06-14,2024-23,2024-06,12.209716796875,up
2024-06-18,1470.1439208984375,1476.4720837189377,1460.5399547367645,1476.4224025999808,7196766,RELIANCE.NS,2024-06-18,2024-24,2024-06,3.449462890625,up
2024-06-19,1447.9332275390625,1476.571240472528,1445.3026730272272,1476.571240472528,8725874,RELIANCE.NS,2024-06-19,2024-24,2024-06,-22.210693359375,down
2024-06-20,1462.8726806640625,1471.9554798675892,1439.446094050177,1448.280730003189,16113776,RELIANCE.NS,2024-06-20,2024-24,2024-06,14.939453125,up
2024-06-21,1443.515869140625,1463.8652545834836,1429.9909727182371,1462.7982011333013,31170360,RELIANCE.NS,2024-06-21,2024-24,2024-06,-19.3568115234375,down
2024-06-24,1430.88427734375,1438.8503408924523,1426.9385064042085,1434.9045699529108,8878386,RELIANCE.NS,2024-06-24,2024-25,2024-06,-12.631591796875,down
2024-06-25,1443.46630859375,1445.2282918111714,1430.4128980926341,1432.3982039886682,7045386,RELIANCE.NS,2024-06-25,2024-25,2024-06,12.58203125,up
2024-06-26,1502.9013671875,1507.8149506909176,1434.5075565031482,1435.425808927042,22014882,RELIANCE.NS,2024-06-26,2024-25,2024-06,59.43505859375,up
2024-06-27,1519.304931640625,1526.2038207675607,1494.9352546835423,1502.6283145931025,28383030,RELIANCE.NS,2024-06-27,2024-25,2024-06,16.403564453125,up
2024-06-28,1553.89892578125,1569.3842873036351,1519.7764812043604,1519.7764812043604,28957336,RELIANCE.NS,2024-06-28,2024-25,2024-06,34.593994140625,up
2024-07-01,1548.6875,1567.7960689891884,1544.2454023527885,1551.0450507194453,7724306,RELIANCE.NS,2024-07-01,2024-26,2024-07,-5.21142578125,down
2024-07-02,1553.6756591796875,1561.9394466769938,1545.5606726889605,1557.968834801107,7749246,RELIANCE.NS,2024-07-02,2024-26,2024-07,4.9881591796875,up
2024-07-03,1541.019287109375,1563.4283787351976,1531.440162014497,1554.8170660210362,9049620,RELIANCE.NS,2024-07-03,2024-26,2024-07,-12.6563720703125,down
2024-07-04,1542.6075439453125,1555.983518377374,1539.4062623766438,1545.5606622734106,6837176,RELIANCE.NS,2024-07-04,2024-26,2024-07,1.5882568359375,up
2024-07-05,1576.9532470703125,1586.755694667964,1536.6267221432645,1542.4088769403465,12269710,RELIANCE.NS,2024-07-05,2024-26,2024-07,34.345703125,up
2024-07-08,1589.13818359375,1596.9801663885871,1570.898185044045,1577.3255888697254,9500806,RELIANCE.NS,2024-07-08,2024-27,2024-07,12.1849365234375,up
2024-07-09,1578.5911865234375,1588.7410386525216,1568.887979750272,1585.8623208770043,6960002,RELIANCE.NS,2024-07-09,2024-27,2024-07,-10.5469970703125,down
2024-07-10,1572.5855712890625,1585.7630632323035,1551.6654591589945,1583.2814308954767,7134578,RELIANCE.NS,2024-07-10,2024-27,2024-07,-6.005615234375,down
2024-07-11,1569.036865234375,1592.4634499565013,1558.9614138424095,1575.8365135146928,11940946,RELIANCE.NS,2024-07-11,2024-27,2024-07,-3.5487060546875,down
2024-07-12,1584.9937744140625,1593.3569240772113,1562.9320865975437,1572.8586162043875,12924784,RELIANCE.NS,2024-07-12,2024-27,2024-07,15.9569091796875,up
2024-07-15,1585.4901123046875,1594.0517441522056,1573.8512804915936,1592.6620057625546,5329688,RELIANCE.NS,2024-07-15,2024-28,2024-07,0.496337890625,up
2024-07-16,1564.669189453125,1588.24469666931,1557.5965372882695,1581.792452589091,9386838,RELIANCE.NS,2024-07-16,2024-28,2024-07,-20.8209228515625,down
2024-07-18,1575.0177001953125,1582.1895936713806,1546.3795650620239,1564.4210812674708,12298374,RELIANCE.NS,2024-07-18,2024-28,2024-07,10.3485107421875,up
2024-07-19,1543.7242431640625,1578.293333314245,1541.3915329908289,1574.3475621142547,13140390,RELIANCE.NS,2024-07-19,2024-28,2024-07,-31.29345703125,down
2024-07-22,1489.6495361328125,1526.203933085127,1488.2597977476694,1525.9557698439748,19674376,RELIANCE.NS,2024-07-22,2024-29,2024-07,-54.07470703125,down
2024-07-23,1476.96826171875,1494.6870915999891,1452.2511804820083,1489.9719903646578,18052044,RELIANCE.NS,2024-07-23,2024-29,2024-07,-12.6812744140625,down
2024-07-24,1484.7109375,1498.4095963901725,1465.552808673545,1474.0895996286229,11913362,RELIANCE.NS,2024-07-24,2024-29,2024-07,7.74267578125,up
2024-07-25,1481.4351806640625,1489.4508041915794,1466.2227025912728,1470.1189136102262,12519876,RELIANCE.NS,2024-07-25,2024-29,2024-07,-3.2757568359375,down
2024-07-26,1497.9381103515625,1501.3131545447015,1479.4002684339398,1481.4352554076795,9859940,RELIANCE.NS,2024-07-26,2024-29,2024-07,16.5029296875,up
2024-07-29,1508.9317626953125,1516.2774189432153,1500.6679751498336,1500.8416167163412,7538550,RELIANCE.NS,2024-07-29,2024-30,2024-07,10.99365234375,up
2024-07-30,1502.03271484375,1513.795627121447,1498.9058340677934,1505.8792447159437,8228208,RELIANCE.NS,2024-07-30,2024-30,2024-07,-6.8990478515625,down
2024-07-31,1494.364501953125,1499.3524857083617,1490.1208866802617,1492.9499231376883,10057346,RELIANCE.NS,2024-07-31,2024-30,2024-07,-7.668212890625,down
2024-08-01,1504.1671142578125,1506.8472288436842,1493.2479314401046,1500.8913109431162,10764222,RELIANCE.NS,2024-08-01,2024-30,2024-08,9.8026123046875,up
2024-08-02,1488.3092041015625,1498.2357327232485,1482.3037269895096,1493.9425575637474,10268248,RELIANCE.NS,2024-08-02,2024-30,2024-08,-15.85791015625,down
2024-08-05,1436.6912841796875,1472.9976360481728,1422.7197433328897,1469.1262655731218,17046704,RELIANCE.NS,2024-08-05,2024-31,2024-08,-51.617919921875,down
2024-08-06,1445.3524169921875,1466.6447748995176,1440.6620347326755,1444.4590050773538,10236186,RELIANCE.NS,2024-08-06,2024-31,2024-08,8.6611328125,up
2024-08-07,1454.062744140625,1461.6814036613468,1450.7622216985117,1458.2071184913539,8174568,RELIANCE.NS,2024-08-07,2024-31,2024-08,8.7103271484375,up
2024-08-08,1438.478271484375,1454.2366377811502,1435.3018303695276,1446.816580877676,12387192,RELIANCE.NS,2024-08-08,2024-31,2024-08,-15.58447265625,down
2024-08-09,1463.46826171875,1465.6520496932055,1445.3026646483625,1449.2732763644294,6249776,RELIANCE.NS,2024-08-09,2024-31,2024-08,24.989990234375,up
2024-08-12,1449.8936767578125,1462.1777566892652,1447.0397996020206,1459.199797918004,8184584,RELIANCE.NS,2024-08-12,2024-32,2024-08,-13.5745849609375,down
2024-08-13,1452.8717041015625,1459.2742672925806,1447.28803114191,1450.0178268110735,6265064,RELIANCE.NS,2024-08-13,2024-32,2024-08,2.97802734375,up
2024-08-14,1451.1097412109375,1461.1851932386814,1443.0195951522678,1452.7973239887267,6267466,RELIANCE.NS,2024-08-14,2024-32,2024-08,-1.761962890625,down
2024-08-16,1467.339599609375,1469.5235088888628,1447.3377388233519,1457.8598362701878,9416902,RELIANCE.NS,2024-08-16,2024-32,2024-08,16.2298583984375,up
2024-08-19,1482.4791259765625,1492.3397678065596,1474.6105280885965,1476.6025720306277,13797742,RELIANCE.NS,2024-08-19,2024-33,2024-08,15.1395263671875,up
2024-08-20,1489.9990234375,1497.9423959482733,1484.0976661921165,1491.268975771349,8411808,RELIANCE.NS,2024-08-20,2024-33,2024-08,7.5198974609375,up
2024-08-21,1492.7132568359375,1501.8766102174725,1484.072717714687,1487.30978907883,7769996,RELIANCE.NS,2024-08-21,2024-33,2024-08,2.7142333984375,up
2024-08-22,1492.1654052734375,1500.5070892244864,1484.720165407205,1497.0210123494212,10445782,RELIANCE.NS,2024-08-22,2024-33,2024-08,-0.5478515625,down
2024-08-23,1494.008056640625,1505.3128818837536,1492.4642955105633,1497.768063961028,9249654,RELIANCE.NS,2024-08-23,2024-33,2024-08,1.8426513671875,up
2024-08-26,1506.5828857421875,1516.941539085057,1497.021098650585,1500.9802618699923,8816114,RELIANCE.NS,2024-08-26,2024-34,2024-08,12.5748291015625,up
2024-08-27,1494.481201171875,1507.4544123852302,1493.485179145279,1504.4912711730515,6251156,RELIANCE.NS,2024-08-27,2024-34,2024-08,-12.1016845703125,down
2024-08-28,1492.33984375,1501.4782728482842,1487.0608784010915,1499.0131426615155,9610286,RELIANCE.NS,2024-08-28,2024-34,2024-08,-2.141357421875,down
2024-08-29,1514.874755859375,1530.885760314005,1488.0568158159556,1497.1205913811584,38335358,RELIANCE.NS,2024-08-29,2024-34,2024-08,22.534912109375,up
2024-08-30,1503.6197509765625,1533.599989641746,1497.3447635789732,1527.89778785993,41620730,RELIANCE.NS,2024-08-30,2024-34,2024-08,-11.2550048828125,down
2024-09-02,1510.2183837890625,1520.7264647058682,1500.6316718721823,1504.8647654458696,11240852,RELIANCE.NS,2024-09-02,2024-35,2024-09,6.5986328125,up
2024-09-03,1503.1217041015625,1516.941509382377,1501.5031683479538,1515.1984708784905,10923800,RELIANCE.NS,2024-09-03,2024-35,2024-09,-7.0966796875,down
2024-09-04,1508.525146484375,1511.4633627071519,1493.534966971581,1494.7301447200666,11983304,RELIANCE.NS,2024-09-04,2024-35,2024-09,5.4034423828125,up
2024-09-05,1487.035888671875,1519.7054581926027,1481.1345314015284,1513.0072347057646,16264168,RELIANCE.NS,2024-09-05,2024-35,2024-09,-21.4892578125,down
2024-09-06,1458.997802734375,1491.0448575756723,1455.8105811316245,1486.5627588054047,19394228,RELIANCE.NS,2024-09-06,2024-35,2024-09,-28.0380859375,down
2024-09-09,1456.63232421875,1464.07768593117,1449.809597840599,1460.666261949736,9010298,RELIANCE.NS,2024-09-09,2024-36,2024-09,-2.365478515625,down
2024-09-10,1455.7110595703125,1466.1942153054945,1451.7766997689328,1454.6901127162012,10768260,RELIANCE.NS,2024-09-10,2024-36,2024-09,-0.9212646484375,down
2024-09-11,1445.7259521484375,1462.9073318760024,1441.7917138302157,1457.2300550346945,9760202,RELIANCE.NS,2024-09-11,2024-36,2024-09,-9.985107421875,down
2024-09-12,1473.913330078125,1480.088617533546,1440.1232367942907,1451.2039809867947,22349376,RELIANCE.NS,2024-09-12,2024-36,2024-09,28.1873779296875,up
2024-09-13,1466.766845703125,1477.2500011980833,1463.6542770635715,1470.5268529366479,8711328,RELIANCE.NS,2024-09-13,2024-36,2024-09,-7.146484375,down
2024-09-16,1465.4969482421875,1475.0090069946318,1458.9232273463058,1471.6723576050656,5481774,RELIANCE.NS,2024-09-16,2024-37,2024-09,-1.2698974609375,down
2024-09-17,1466.4432373046875,1471.5975781970765,1460.790763828237,1468.1364260685732,5935328,RELIANCE.NS,2024-09-17,2024-37,2024-09,0.9462890625,up
2024-09-18,1457.6282958984375,1476.10455198121,1454.7399294679985,1464.1522884024148,8574714,RELIANCE.NS,2024-09-18,2024-37,2024-09,-8.81494140625,down
2024-09-19,1463.82861328125,1470.6264144806405,1449.7598031867433,1460.4171894563083,16955902,RELIANCE.NS,2024-09-19,2024-37,2024-09,6.2003173828125,up
2024-09-20,1480.0140380859375,1489.0528890965668,1465.5218693608433,1468.136427109257,30897320,RELIANCE.NS,2024-09-20,2024-37,2024-09,16.1854248046875,up
2024-09-23,1487.434326171875,1495.5270047691104,1483.026880271187,1485.0687739665293,8832314,RELIANCE.NS,2024-09-23,2024-38,2024-09,7.4202880859375,up
2024-09-24,1483.4501953125,1494.530939532627,1481.9561623839436,1482.5786761041754,17137444,RELIANCE.NS,2024-09-24,2024-38,2024-09,-3.984130859375,down
2024-09-25,1488.0069580078125,1490.5468626388433,1474.3116560624171,1477.9970102640052,7069002,RELIANCE.NS,2024-09-25,2024-38,2024-09,4.5567626953125,up
2024-09-26,1491.9910888671875,1498.017070530802,1482.1305684499498,1484.7202013028073,18818998,RELIANCE.NS,2024-09-26,2024-38,2024-09,3.984130859375,up
2024-09-27,1520.1038818359375,1527.3747692811157,1486.0647823070499,1493.0369361114394,20597478,RELIANCE.NS,2024-09-27,2024-38,2024-09,28.11279296875,up
2024-09-30,1470.701171875,1518.9086621673466,1468.5348969230117,1513.3558880158446,27008814,RELIANCE.NS,2024-09-30,2024-39,2024-09,-49.4027099609375,down
2024-10-01,1458.997802734375,1482.0308103038055,1457.0057588364782,1474.7599230273088,16431642,RELIANCE.NS,2024-10-01,2024-39,2024-10,-11.703369140625,down
2024-10-03,1401.3780517578125,1443.634334423912,1396.4975195620746,1430.8602791168494,37757294,RELIANCE.NS,2024-10-03,2024-39,2024-10,-57.6197509765625,down
2024-10-04,1381.0093994140625,1411.711728297617,1376.2782950115372,1398.34020617394,37072876,RELIANCE.NS,2024-10-04,2024-39,2024-10,-20.36865234375,down
2024-10-07,1365.272216796875,1390.9447078848398,1355.9594355150189,1387.9566419173104,22181340,RELIANCE.NS,2024-10-07,2024-40,2024-10,-15.7371826171875,down
2024-10-08,1391.791259765625,1395.4267642320656,1359.669551595401,1367.513224520688,17020808,RELIANCE.NS,2024-10-08,2024-40,2024-10,26.51904296875,up
2024-10-09,1369.1318359375,1395.4019165531051,1367.0402140253339,1391.9656892391695,14310610,RELIANCE.NS,2024-10-09,2024-40,2024-10,-22.659423828125,down
2024-10-10,1365.595947265625,1380.4864268287754,1363.9774115920343,1374.5352199766685,22358646,RELIANCE.NS,2024-10-10,2024-40,2024-10,-3.535888671875,down
2024-10-11,1366.6417236328125,1377.7723178051706,1363.3797273571677,1364.5501018082973,7980122,RELIANCE.NS,2024-10-11,2024-40,2024-10,1.0457763671875,up
2024-10-14,1367.0650634765625,1374.5849563155427,1362.8070452852592,1373.962442591221,12221432,RELIANCE.NS,2024-10-14,2024-41,2024-10,0.42333984375,up
2024-10-15,1338.678466796875,1366.243302159234,1335.3666207605413,1353.1207855156183,33762794,RELIANCE.NS,2024-10-15,2024-41,2024-10,-28.3865966796875,down
2024-10-16,1348.6884765625,1358.5740438069333,1332.3039628645522,1334.6695151768993,20034438,RELIANCE.NS,2024-10-16,2024-41,2024-10,10.010009765625,up
2024-10-17,1351.0291748046875,1363.0062419523483,1346.6715786036464,1360.2671814831224,15543660,RELIANCE.NS,2024-10-17,2024-41,2024-10,2.3406982421875,up
2024-10-18,1353.8927001953125,1362.9814005892638,1335.9891081789099,1346.796043723323,12082452,RELIANCE.NS,2024-10-18,2024-41,2024-10,2.863525390625,up
2024-10-21,1363.7532958984375,1368.5342502099143,1352.3239675798945,1361.686598848784,14067408,RELIANCE.NS,2024-10-21,2024-42,2024-10,9.860595703125,up
2024-10-22,1338.006103515625,1370.5262455038624,1334.8935348257999,1363.7532474009167,15831960,RELIANCE.NS,2024-10-22,2024-42,2024-10,-25.7471923828125,down
2024-10-23,1333.2003173828125,1352.0748848775756,1329.689315659354,1332.1793705575924,17214742,RELIANCE.NS,2024-10-23,2024-42,2024-10,-4.8057861328125,down
2024-10-24,1334.4703369140625,1338.3547254831988,1317.8616212723593,1329.9633130042932,22155934,RELIANCE.NS,2024-10-24,2024-42,2024-10,1.27001953125,up
2024-10-25,1322.5677490234375,1339.002111534351,1316.7410448137834,1338.1555171764887,18597496,RELIANCE.NS,2024-10-25,2024-42,2024-10,-11.902587890625,down
2024-10-28,1329.0418701171875,1347.6177038778262,1316.8406011796387,1331.6813526124565,10824350,RELIANCE.NS,2024-10-28,2024-43,2024-10,6.47412109375,up
2024-10-29,1334.66943359375,1337.856655249044,1315.0478495098762,1322.8167478889227,12008361,RELIANCE.NS,2024-10-29,2024-43,2024-10,5.6275634765625,up
2024-10-30,1338.553955078125,1344.62966480214,1320.0776988278842,1329.6893351932274,11984423,RELIANCE.NS,2024-10-30,2024-43,2024-10,3.884521484375,up
2024-10-31,1326.7510986328125,1337.6574904459744,1320.8745447599274,1334.6694245700712,9331650,RELIANCE.NS,2024-10-31,2024-43,2024-10,-11.8028564453125,down
2024-11-01,1333.3248291015625,1336.6116286385318,1327.6972806767253,1327.7471304089104,2127335,RELIANCE.NS,2024-11-01,2024-43,2024-11,6.57373046875,up
2024-11-04,1296.9700927734375,1334.6695017714562,1279.9878687625326,1332.5280301195805,19796890,RELIANCE.NS,2024-11-04,2024-44,2024-11,-36.354736328125,down
2024-11-05,1300.1075439453125,1304.3406373759979,1281.0336986406933,1287.8564249120313,16267479,RELIANCE.NS,2024-11-05,2024-44,2024-11,3.137451171875,up
2024-11-06,1320.0777587890625,1323.0160966964434,1295.0277806900112,1304.7888451117578,21625209,RELIANCE.NS,2024-11-06,2024-44,2024-11,19.97021484375,up
2024-11-07,1300.4561767578125,1318.7331565363688,1297.4182609581876,1318.7331565363688,9611974,RELIANCE.NS,2024-11-07,2024-44,2024-11,-19.62158203125,down
2024-11-08,1278.6431884765625,1296.4720058402277,1269.9279963447846,1292.4879180085577,19814406,RELIANCE.NS,2024-11-08,2024-44,2024-11,-21.81298828125,down
2024-11-11,1267.6370849609375,1280.884225507143,1261.9598084895413,1273.8622221377802,9056552,RELIANCE.NS,2024-11-11,2024-45,2024-11,-11.006103515625,down
2024-11-12,1269.1810302734375,1284.1712099692156,1262.4578817905294,1270.4759075040322,10671091,RELIANCE.NS,2024-11-12,2024-45,2024-11,1.5439453125,up
2024-11-13,1247.0693359375,1270.3761523895544,1244.5294313213271,1265.196886863478,14633633,RELIANCE.NS,2024-11-13,2024-45,2024-11,-22.1116943359375,down
2024-11-14,1262.5574951171875,1267.537605244334,1246.1231316976048,1248.613186761178,12612633,RELIANCE.NS,2024-11-14,2024-45,2024-11,15.4881591796875,up
2024-11-18,1255.7347412109375,1267.8364328732807,1238.951794764919,1262.55746761959,13620611,RELIANCE.NS,2024-11-18,2024-46,2024-11,-6.82275390625,down
2024-11-19,1236.710693359375,1276.4021442257297,1230.236550606767,1255.734688515481,14183746,RELIANCE.NS,2024-11-19,2024-46,2024-11,-19.0240478515625,down
